[2024-11-02T16:30:46.791+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:30:45.078087+00:00 [queued]>
[2024-11-02T16:30:46.799+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:30:45.078087+00:00 [queued]>
[2024-11-02T16:30:46.800+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T16:30:46.815+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProducerOperator): generate_txn_fact_data> on 2024-11-02 16:30:45.078087+00:00
[2024-11-02T16:30:46.819+0000] {standard_task_runner.py:57} INFO - Started process 2841 to run task
[2024-11-02T16:30:46.822+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-11-02T16:30:45.078087+00:00', '--job-id', '1856', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpbovkd11l']
[2024-11-02T16:30:46.825+0000] {standard_task_runner.py:85} INFO - Job 1856: Subtask generate_txn_fact_data
[2024-11-02T16:30:46.867+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:30:45.078087+00:00 [running]> on host d7ae6674561a
[2024-11-02T16:30:46.946+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='minhtranquang' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-02T16:30:45.078087+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-11-02T16:30:45.078087+00:00'
[2024-11-02T16:30:46.950+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.5', 9092) IPv4]
[2024-11-02T16:30:46.951+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T16:30:46.952+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: Connection complete.
[2024-11-02T16:30:47.056+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T16:30:47.057+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T16:30:47.061+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1723307447060, 'account_id': 'A00070', 'customer_id': 'C00090', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00033', 'transaction_amount': 4362.47, 'exchange_rate': 0.9961}
[2024-11-02T16:30:47.062+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1714581047062, 'account_id': 'A00069', 'customer_id': 'C00018', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00082', 'transaction_amount': 8340.83, 'exchange_rate': 0.6266}
[2024-11-02T16:30:47.062+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.5', 9092) IPv4]
[2024-11-02T16:30:47.063+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1719505847063, 'account_id': 'A00071', 'customer_id': 'C00039', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00006', 'transaction_amount': 992.11, 'exchange_rate': 1.4759}
[2024-11-02T16:30:47.064+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: Connection complete.
[2024-11-02T16:30:47.064+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1703867447064, 'account_id': 'A00099', 'customer_id': 'C00072', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00045', 'transaction_amount': 9603.02, 'exchange_rate': 1.3259}
[2024-11-02T16:30:47.065+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.5', 9092)]>: Closing connection. 
[2024-11-02T16:30:47.066+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1718814647066, 'account_id': 'A00049', 'customer_id': 'C00095', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00014', 'transaction_amount': 3167.89, 'exchange_rate': 1.1934}
[2024-11-02T16:30:47.068+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1704731447068, 'account_id': 'A00034', 'customer_id': 'C00043', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00099', 'transaction_amount': 9704.28, 'exchange_rate': 0.6475}
[2024-11-02T16:30:47.069+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1730133047069, 'account_id': 'A00083', 'customer_id': 'C00016', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00009', 'transaction_amount': 8839.65, 'exchange_rate': 1.2827}
[2024-11-02T16:30:47.070+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1702744247070, 'account_id': 'A00092', 'customer_id': 'C00074', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00094', 'transaction_amount': 7253.03, 'exchange_rate': 0.9495}
[2024-11-02T16:30:47.072+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1707669047071, 'account_id': 'A00095', 'customer_id': 'C00076', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00038', 'transaction_amount': 3553.08, 'exchange_rate': 1.4872}
[2024-11-02T16:30:47.073+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1702398647073, 'account_id': 'A00029', 'customer_id': 'C00029', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 9487.2, 'exchange_rate': 0.9602}
[2024-11-02T16:30:47.075+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1727281847074, 'account_id': 'A00020', 'customer_id': 'C00077', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00076', 'transaction_amount': 2786.89, 'exchange_rate': 1.4666}
[2024-11-02T16:30:47.076+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1715272247076, 'account_id': 'A00028', 'customer_id': 'C00065', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00053', 'transaction_amount': 8922.95, 'exchange_rate': 1.1097}
[2024-11-02T16:30:47.077+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1711125047077, 'account_id': 'A00078', 'customer_id': 'C00093', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00030', 'transaction_amount': 855.56, 'exchange_rate': 1.2385}
[2024-11-02T16:30:47.078+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1718296247078, 'account_id': 'A00036', 'customer_id': 'C00001', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00054', 'transaction_amount': 3567.39, 'exchange_rate': 1.4913}
[2024-11-02T16:30:47.080+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1715877047079, 'account_id': 'A00039', 'customer_id': 'C00026', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00094', 'transaction_amount': 6734.07, 'exchange_rate': 1.2172}
[2024-11-02T16:30:47.081+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1718987447081, 'account_id': 'A00032', 'customer_id': 'C00099', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00024', 'transaction_amount': 5022.83, 'exchange_rate': 0.9391}
[2024-11-02T16:30:47.082+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1701966647082, 'account_id': 'A00100', 'customer_id': 'C00015', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00032', 'transaction_amount': 5263.8, 'exchange_rate': 0.8391}
[2024-11-02T16:30:47.084+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1702657847084, 'account_id': 'A00009', 'customer_id': 'C00073', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00087', 'transaction_amount': 7319.09, 'exchange_rate': 0.5096}
[2024-11-02T16:30:47.086+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1715013047085, 'account_id': 'A00008', 'customer_id': 'C00054', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00086', 'transaction_amount': 9599.95, 'exchange_rate': 0.574}
[2024-11-02T16:30:47.087+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1717259447087, 'account_id': 'A00020', 'customer_id': 'C00074', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00038', 'transaction_amount': 7675.67, 'exchange_rate': 1.2411}
[2024-11-02T16:30:47.089+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1711125047088, 'account_id': 'A00074', 'customer_id': 'C00039', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00011', 'transaction_amount': 1081.0, 'exchange_rate': 0.5196}
[2024-11-02T16:30:47.090+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1719246647090, 'account_id': 'A00003', 'customer_id': 'C00013', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00033', 'transaction_amount': 9799.17, 'exchange_rate': 0.5956}
[2024-11-02T16:30:47.092+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1710001847091, 'account_id': 'A00059', 'customer_id': 'C00023', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00076', 'transaction_amount': 8464.96, 'exchange_rate': 1.2117}
[2024-11-02T16:30:47.093+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1722357047093, 'account_id': 'A00098', 'customer_id': 'C00027', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00086', 'transaction_amount': 2540.69, 'exchange_rate': 1.4434}
[2024-11-02T16:30:47.095+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1709829047095, 'account_id': 'A00074', 'customer_id': 'C00046', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00019', 'transaction_amount': 2916.06, 'exchange_rate': 1.21}
[2024-11-02T16:30:47.096+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1714321847096, 'account_id': 'A00087', 'customer_id': 'C00079', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00056', 'transaction_amount': 6153.03, 'exchange_rate': 1.1269}
[2024-11-02T16:30:47.098+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1715185847098, 'account_id': 'A00078', 'customer_id': 'C00045', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00010', 'transaction_amount': 7716.97, 'exchange_rate': 0.7594}
[2024-11-02T16:30:47.100+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1702830647099, 'account_id': 'A00026', 'customer_id': 'C00015', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00063', 'transaction_amount': 6157.59, 'exchange_rate': 0.6171}
[2024-11-02T16:30:47.101+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1702917047101, 'account_id': 'A00075', 'customer_id': 'C00048', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00050', 'transaction_amount': 4923.68, 'exchange_rate': 1.0028}
[2024-11-02T16:30:47.103+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1705336247102, 'account_id': 'A00047', 'customer_id': 'C00098', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00013', 'transaction_amount': 7915.84, 'exchange_rate': 1.1636}
[2024-11-02T16:30:47.105+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1718814647104, 'account_id': 'A00079', 'customer_id': 'C00045', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00019', 'transaction_amount': 7230.38, 'exchange_rate': 0.5807}
[2024-11-02T16:30:47.106+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1727109047106, 'account_id': 'A00096', 'customer_id': 'C00055', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00014', 'transaction_amount': 7792.85, 'exchange_rate': 0.7453}
[2024-11-02T16:30:47.107+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1705422647107, 'account_id': 'A00056', 'customer_id': 'C00046', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00048', 'transaction_amount': 1466.86, 'exchange_rate': 1.3962}
[2024-11-02T16:30:47.109+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1716827447109, 'account_id': 'A00079', 'customer_id': 'C00069', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00078', 'transaction_amount': 4787.97, 'exchange_rate': 1.134}
[2024-11-02T16:30:47.110+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1718382647110, 'account_id': 'A00056', 'customer_id': 'C00073', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00036', 'transaction_amount': 6186.2, 'exchange_rate': 1.1498}
[2024-11-02T16:30:47.112+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1716309047112, 'account_id': 'A00007', 'customer_id': 'C00054', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00069', 'transaction_amount': 3043.87, 'exchange_rate': 1.2803}
[2024-11-02T16:30:47.113+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1711989047113, 'account_id': 'A00052', 'customer_id': 'C00029', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00041', 'transaction_amount': 1843.49, 'exchange_rate': 1.1693}
[2024-11-02T16:30:47.115+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1702917047115, 'account_id': 'A00009', 'customer_id': 'C00099', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00025', 'transaction_amount': 4973.54, 'exchange_rate': 0.5118}
[2024-11-02T16:30:47.116+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1709829047116, 'account_id': 'A00089', 'customer_id': 'C00025', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00041', 'transaction_amount': 9074.36, 'exchange_rate': 0.9505}
[2024-11-02T16:30:47.118+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1707237047118, 'account_id': 'A00067', 'customer_id': 'C00010', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00061', 'transaction_amount': 1419.34, 'exchange_rate': 1.2679}
